filename,mfcc_feature_0,mfcc_feature_1,mfcc_feature_2,mfcc_feature_3,mfcc_feature_4,mfcc_feature_5,mfcc_feature_6,mfcc_feature_7,mfcc_feature_8,mfcc_feature_9,mfcc_feature_10,mfcc_feature_11,mfcc_feature_12,mfcc_feature_13,mfcc_feature_14,mfcc_feature_15,mfcc_feature_16,mfcc_feature_17,mfcc_feature_18,mfcc_feature_19,emotion_name,value,gender,intensity
03-01-01-01-01-01-11,-717.7345144780307,62.16839953004969,21.405976096410097,21.602520706662144,6.493002753686204,8.899109364634292,2.725442083199899,1.319477299471965,-0.7279853371238938,5.668421539790114,1.785087682223925,1.412909936136818,2.141880375995296,5.15240542711661,-0.691627642054816,3.6410529049189044,-0.35640752256563574,3.0101010387565075,-1.844106184568274,0.13840778650502963,neutral,01,M,L
03-01-01-01-01-01-12,-671.7221573906688,54.5854719314175,-3.255752312434715,12.456318022120865,-6.848393293828755,-1.5527444330798372,-8.793947427215675,-12.46651953303688,-7.034719668491773,-5.522937416411068,-5.8614005734858186,-7.3689620478180045,-2.6447425260107553,-2.173065882957349,-12.356249419162276,-3.7159150438752717,-3.936058489852866,-4.419740433387266,-6.288190430823359,-4.467755028464936,neutral,01,F,L
03-01-01-01-01-01-13,-727.7977462212125,62.48514225680242,-0.33284035528739475,15.886585443476449,5.0538388960022385,0.669307845334832,-3.357193186004238,-3.4567439739698695,-1.706953313629729,4.225020060802553,-2.344350740624745,6.9671783869048385,-2.7011632041093154,1.7299331538920708,-0.6320523829460198,-2.7769366112526193,1.139908456720147,1.9422973628787241,-2.1801737531991403,0.8587782640799424,neutral,01,M,L
03-01-01-01-01-01-14,-751.9277214526517,39.55132107622294,5.778023050043478,7.927389058514329,-12.14860013562654,-2.4391057408204855,-11.049848344777399,-5.087201309955,-5.939000015841529,-0.9547764026845096,-7.313000374864883,-1.199273703523973,-4.811584094585776,-3.2276551155722144,-4.057253783842416,-2.643788004404014,-5.453684173528703,0.02258171930558173,-0.7725504942671946,2.6388762384865756,neutral,01,F,L
03-01-01-01-01-01-15,-624.0854153068126,64.69654944536535,-6.20832765185194,18.935999979140053,1.6694947533587685,0.1593762143052882,-1.391409587689002,-3.9807976647482803,-3.3483489793323895,-0.524934878504973,-0.7610097637490758,0.41380040598226603,0.6249594934354638,0.47477712121452204,1.1058277479090481,-0.34262916373900154,0.10903326157630462,4.673031253907755,-2.999048012967015,2.421661521198899,neutral,01,M,L
03-01-01-01-01-01-16,-649.255584149846,54.24510754757464,4.032376930683281,8.789315965517666,-7.723958728385415,-9.673640047730652,-9.548406768371079,-6.302756375015827,-4.972469448557056,-7.63042146960748,-4.606730419233725,-2.946929912840222,-6.633629914076185,-2.6835911715519174,-7.630931975929543,-0.8814998737856474,-7.449194927931746,-2.4809949842780252,-7.1152688914633115,-2.7176458974334126,neutral,01,F,L
03-01-01-01-01-01-17,-628.0107853757601,70.41240346753641,5.792273707210442,24.8418787058719,9.50055991097171,11.256197875449375,-0.44206381677336515,-7.883286617873712,5.3938513569035855,0.43063896228825194,-0.1633743330513577,6.533751087476068,1.5708939104151816,3.0571845808062443,-1.3535410434960087,-0.14346160295041913,-1.5682027867453683,4.169321419081345,-2.23209241286513,1.7621808143261126,neutral,01,M,L
03-01-01-01-01-01-18,-748.0310809416494,52.43530768363771,2.399190965770483,12.280596620945037,-8.247575881640927,-0.13882048718544995,-13.798866699427855,-10.452020472787812,-3.593846001061412,0.6638111683668583,-8.142502067096585,-2.8767976257238974,0.9529474653801489,-5.139622730215873,-6.876605801667044,-2.0513889187243115,-4.15984151425258,-5.548743289924656,-4.189390528641844,-1.2062584309735547,neutral,01,F,L
03-01-01-01-01-01-19,-711.6713737460847,74.78425948637211,10.818145773433017,19.68411037095687,4.350131413108639,10.204275505096101,-2.988884398682318,-4.564607931134397,-3.135149538934573,5.100018917326894,-4.255354311808157,11.015651516124885,-2.4341784518027842,1.83383584293254,4.888492507199364,-1.8856125716516423,2.1537986748545204,4.5541333524592105,-5.440500342460998,0.8264924673017537,neutral,01,M,L
03-01-01-01-01-01-20,-702.7899209341439,30.428087009773957,-6.167504484726364,7.23793438535724,-13.087291273513488,-4.155334398137058,-15.277156700941863,-6.161331888829248,-6.626139484194881,-1.227081524279539,-8.85679704037092,-2.3672530469824844,-5.1699820105583685,-5.645046253719231,-6.19837100053729,-2.465846450854309,-5.170726990252235,-2.941707320383408,-4.727003296075497,-1.3449144320739017,neutral,01,F,L
03-01-01-01-01-01-21,-585.6849660660541,63.909886133246076,-0.6880530736436481,19.26812805014251,-2.407182152193564,-0.6750279682784212,-0.9911990305985316,-10.711141429463868,-3.461640405170338,0.4282862770547906,-6.150202972517822,1.0836833587135992,-0.2344875739954476,-1.9056790728791198,-3.899299075586141,-1.2340482718283723,-1.2879952149276286,-0.21209187298424897,-3.9059866179559264,0.1097508385560645,neutral,01,M,L
03-01-01-01-01-01-22,-690.6722013951238,50.617856860299405,-1.7366492779361486,8.598351676688143,0.01279200653128104,-3.571477258426682,-7.591884552750279,-11.280839437018873,-6.53581061593248,-0.8290990297128353,-6.594372135455552,1.5492146742292143,-1.560210819971114,-1.541480410652722,-8.596537407051084,1.113710953116599,-6.232523508798728,-2.558997859227261,-7.56588908548956,-2.404352625786161,neutral,01,F,L
03-01-01-01-01-01-23,-634.9787125732289,59.30987724337224,-9.92659918354771,17.350498309961647,1.1115328929638453,-6.07149220136303,-5.729844366333911,-8.183367387427879,-10.12906168815345,2.2781118538405654,-7.225458392614321,0.9518171625402781,-4.996149882494354,1.0379146771940504,-1.9368304162744108,-4.581326930866657,-2.9599664823609717,-1.7782414842406349,-4.997096897669138,-1.9741083066312186,neutral,01,M,L
03-01-01-01-01-01-24,-678.6222583764603,37.48634787800117,-9.076769527397722,-0.1477149818988478,-12.141295436463407,-8.615390079355752,-17.080518946515728,-9.897638849311416,-9.22457403932156,-8.209207583162641,-5.459301807748385,-5.564374334666835,-5.717462289426518,-2.74033088587899,-7.895223922843437,-2.4997778208853934,-7.993377580703091,-3.881132239434382,-6.435564444867338,-3.765457499612441,neutral,01,F,L
03-01-01-01-01-02-01,-683.989396924032,49.62647216819571,-2.2555008069787705,19.959603567955735,1.4940089693727143,-0.07890540692111983,-5.211913228112724,-11.715417695529997,-5.939476922594702,2.9084172093379355,-4.648654683798059,2.2555120678295,-5.669551874032652,2.910065204103392,-4.584224922926076,-1.821367425787339,-3.040493966032787,1.150070055235123,-6.125187699172161,-1.0868608789845615,neutral,01,M,L
03-01-01-01-01-02-02,-636.779764704925,41.55717555908438,-8.902772612649837,10.847191643537267,-11.537236766215601,-0.002839193924720265,-12.713544901044969,-1.8265483930205195,-5.023068095505659,-0.6375177860541487,-6.021365668131087,-2.119531540547245,-3.734278161323688,-4.43080901125606,-4.255326835958181,-0.18038775138310076,-3.0477090841502834,0.32989398889433813,-1.8333191728379596,-0.17556211725733492,neutral,01,F,L
03-01-01-01-01-02-03,-610.6694464697107,65.48238291152188,3.4860665086792553,20.905780010397088,4.492420605750449,-2.7174704351316104,-10.736355753622972,2.6817252779810814,-7.0064060776027075,1.6333770998807895,-1.97312469931192,2.466333230362815,-1.3301965456051859,-0.3243788826519681,2.481713912029856,-0.6416484096101179,2.0461242758486877,-0.22754904220794114,-1.5869222556027092,0.0212768917285007,neutral,01,M,L
03-01-01-01-01-02-04,-688.5061984156937,38.09080497768616,-8.504508533456855,5.3008552748426565,-14.255734755613956,-5.621572292817217,-18.151177533400546,-12.581495794529022,-8.979059697639297,-2.5289537609388235,-11.297974850007247,-2.4313131343932217,-4.332428753126171,-6.714221004356772,-6.382050343749582,-5.037920412906001,-7.126135482221897,1.6930921652755277,-1.7174968712855836,2.0646921819576116,neutral,01,F,L
03-01-01-01-01-02-05,-718.9917833534724,68.09439344047662,2.8136238699906264,24.67743021619784,3.9311824370464032,6.017062931288526,-4.675127952105103,0.8596422804167638,2.810907872237394,5.8587271367301295,1.1838598164822154,1.8260713333911345,0.07629767989020994,6.038085303704074,-1.3632104017854325,1.411762740391332,1.3175751774415643,3.814133224087251,-2.241994542356254,1.5224251170203955,neutral,01,M,L
03-01-01-01-01-02-06,-682.416570059667,43.2196581598136,-18.694438148505782,17.50354005676837,-13.303918410865627,-10.531808764628437,-14.567684913868636,-4.714230263639055,-0.48446976317386786,-2.1951307000361218,-4.343054573553819,-3.9973687541059295,-4.857520425495659,-4.379949107189516,-4.949820540883518,-4.93349860818088,-5.289859528281384,-5.319848786833076,-2.258865010096576,1.7985824053594082,neutral,01,F,L
03-01-01-01-01-02-07,-633.6253703296259,70.88554243209583,4.391333642247022,23.465255173659173,0.47583594394074524,-2.927976121673239,-13.346900462533284,2.694998828624307,-2.9350618913746844,-2.589665582431229,1.1673944376741496,4.486953364201595,-7.453381430398073,6.522507241963127,-5.137300869008879,2.5878483467116085,0.33554104265803686,-0.9707237565684231,-4.356318476816618,-1.216323325797955,neutral,01,M,L
03-01-01-01-01-02-08,-666.1143882959722,63.47010569110958,6.343149305640855,24.18467681588401,-3.1005740819868097,8.379721511695356,-6.645090426991152,-1.1889287912555708,-1.765404066190528,1.757888392477722,-3.2459339367413507,1.748550476349589,-0.2960208311716589,-1.5635026976861335,-2.3074004432025976,3.441890981717432,2.3558284109806893,2.601309196326232,0.5997987636552671,0.6533100237384687,neutral,01,F,L
03-01-01-01-01-02-09,-762.7998366904391,75.8361764378148,10.760320123536916,25.26961668942451,5.435975639524019,5.670872776009977,-5.100388248359525,5.719782132019187,1.8317360696858136,-4.67986698382082,4.570923158917289,3.2681959978603454,-2.5250072525527223,4.831267869750476,-4.988307680752031,6.0789267725834835,-7.383869996885306,2.8411510140457312,-0.7207011337692915,-1.2276450053860655,neutral,01,M,L
03-01-01-01-01-02-10,-535.1983509691981,52.13020218865065,-0.14804392527922522,9.514255326969918,-8.47382679384908,-9.326776734434722,-16.09584797018613,-7.880256615485288,-1.3279247303563566,-4.815609685336142,-4.185495378719959,1.009062571871385,-6.55610561929289,1.3922506854092085,1.4139459093470093,-3.2395481450788037,0.9624609288866462,-5.184383106779719,-4.60340784670529,-0.9078568245022552,neutral,01,F,L
03-01-01-01-01-02-11,-688.4941302990811,63.796400386662846,18.462642557870723,18.78195912191989,6.179681232533719,9.340144593859256,2.6421364240655394,-0.9936471602350594,-1.5697919323760443,5.416186055572458,-0.279983973965706,0.2946924032720001,1.6922386903794484,4.744580494376458,0.8221463995830557,2.4978461743654585,-1.7395362350640287,1.05358716567525,-4.192381088935114,0.7153273425318952,neutral,01,M,L
03-01-01-01-01-02-12,-679.3088826034651,52.10900964097733,-4.0761208473632875,13.494204609838125,-5.32445436418968,-1.0706148012916936,-8.434701221065968,-10.480954082834797,-3.1529209079234572,-4.579128256671175,-7.2287731556236965,-5.112289164453317,-2.5664820447906886,0.1658331265654335,-10.275663534669668,-1.752842293935131,-3.4715779093883525,-3.596647626893568,-3.3727295091998784,-1.2925995707142954,neutral,01,F,L
03-01-01-01-01-02-13,-708.3546466025176,60.92714731542485,0.9408730909399756,12.775520793954824,4.701014440386684,0.9981571859714652,-5.499939876184604,-3.8648371191562347,-0.8869640550401394,3.5913649368749545,-2.605347688996415,7.434760587642426,-1.980937576336045,1.8679208436318175,-2.056943100263089,-1.8549701543239843,1.967800347994909,0.8412837011588438,-1.1049448830798723,-0.20704570871522437,neutral,01,M,L
03-01-01-01-01-02-14,-748.7815762865334,39.26569362150801,6.013305185307718,7.790935366511886,-10.00970488850181,-2.3814427849139315,-11.91811039171515,-2.091400798314271,-4.5742076608822275,-1.9898631820375199,-7.978919258177785,-0.7958224253883838,-4.030334031859356,-1.7121351432604894,-4.1116576305612,-1.0222829747109634,-5.687064582718286,-0.6756696110138414,-2.567257140319833,-0.7374768176515816,neutral,01,F,L
03-01-01-01-01-02-15,-641.7355071638607,67.31019730076109,-1.3111781116117422,22.795772865429544,1.9803902740463883,3.2653380637374743,3.030334152101643,-0.7333327598281255,-1.793889309615839,2.078577135014739,1.5438242495926884,2.1409582066947888,2.4404488850194435,2.5273926592293114,1.1173915221805741,0.8740177278407147,0.49879936566850763,4.067948707786685,-2.6125756101445483,2.672412031970526,neutral,01,M,L
03-01-01-01-01-02-16,-658.3114034082321,54.58045409604697,3.700890120260648,11.268891228482776,-8.500809869695257,-9.783788585605238,-9.406789517295074,-4.774503285164907,-4.079202835918974,-6.959473276584175,-4.977145016664986,-2.3898187751524627,-6.890117119699643,-2.680016585128947,-7.110212588091691,0.055728547474196255,-8.083758008518208,-0.9104658534051039,-6.571550351272154,-3.515151331964363,neutral,01,F,L
03-01-01-01-01-02-17,-637.3275193771958,65.80226964890107,3.9079153005167315,23.664903174774555,6.7396214074099525,10.364361108237526,3.869828893107547,-5.257216283258447,2.961503277772571,2.952291305703532,-0.3706987053506235,7.268451621092931,0.9111698503964036,1.514533077854216,-0.44398765142685304,-0.7379381810096137,-2.070387758408886,2.6528596282941637,-2.2194890383270898,0.8457277533445278,neutral,01,M,L
03-01-01-01-01-02-18,-736.6424176993785,54.52018836084761,1.3838463706334625,9.883571463541545,-7.908236736053809,0.6899365403768185,-14.19929708226674,-8.983113745686238,-3.9701168997758365,-0.6394370074449538,-7.78760508134302,-4.860342248867174,1.2775956835856772,-5.014086553122489,-7.697923635491907,-1.507884427191369,-4.100679305382303,-5.1212995025366785,-5.903404304565774,-2.6791947362778976,neutral,01,F,L
03-01-01-01-01-02-19,-699.2385670030275,72.67903190356841,11.44182261761789,21.566100017095284,5.383198625779178,8.723519496081312,-7.935309297999931,-8.585856707597696,-3.7340184043761315,5.144178562409033,-4.090532389594079,9.039828844602287,-1.501143654829546,3.4948973981095013,3.0373826445903394,-1.889099269144203,0.9372483979994365,7.779603335272006,-4.630793690494345,0.6456630773150982,neutral,01,M,L
03-01-01-01-01-02-20,-693.5493276364168,29.451012509125462,-7.743650972972529,9.59152924802807,-16.09213695608938,-4.574052009807211,-15.622268111658327,-6.923786118237568,-6.397462963024636,-3.4598863086047205,-8.037859896393433,-3.0036134667974514,-3.749145953562951,-7.030128121821188,-5.3899880759029175,-3.2476825664461595,-3.781635246937104,-1.3036011546277375,-0.3762469717884301,2.1834101999854867,neutral,01,F,L
03-01-01-01-01-02-21,-588.1685942005956,68.14425603288124,5.648620283637275,20.95412057314072,-1.5820183259804435,1.7020306097480997,-2.1203461662349476,-9.948701683951631,-2.1300509843913855,2.097207652708097,-4.1702807732613225,2.0147416254330968,1.2661941997202617,-0.40007683888217493,-2.0073196392236192,-0.2697125941748876,0.5876204786524848,0.11746716415124257,-3.1529953673190008,0.43610344649389793,neutral,01,M,L
03-01-01-01-01-02-22,-660.1458648849299,38.84948841526429,-5.5451944676792415,6.7644546224030595,0.14297811903996166,-9.346438361009795,-9.952577358677154,-10.767137861191603,-4.310910114337894,-1.3052480974744514,-8.086139637963347,-1.554476399810594,-1.5231076926748743,-1.3405123534118428,-6.6647690490284806,-0.3813866264863513,-6.452229681748984,-2.2603921726350245,-7.135583340772697,-1.2916590267450143,neutral,01,F,L
03-01-01-01-01-02-23,-604.5818128390425,56.401064633862646,-12.063373381570802,19.692918368934862,3.4457904192431013,-4.556384961904225,-0.044252766828873476,-7.589489884950775,-7.417205307579891,4.3917293346106385,-4.173203520579706,1.7347414271837283,-3.0021950558149912,0.25207880816004796,0.23035808926111587,-3.678060464554533,-2.045191357287117,-0.2486075176798128,-3.1727417899258583,-0.2750771170432084,neutral,01,M,L
03-01-01-01-01-02-24,-674.2438748556693,34.53058847164965,-14.199134582386367,1.81781634302431,-14.696340613988259,-8.6180398538352,-16.760072356801075,-9.97739235002682,-7.774155466929124,-9.257452975726245,-5.354575530668093,-5.1158501046766665,-7.727675854022962,-1.880846859484788,-8.229502983082638,-3.166637632393576,-6.444068608706979,-3.3242614986330348,-6.010042577837987,-3.262277644932051,neutral,01,F,L
03-01-01-01-02-01-01,-678.0778803845112,51.9629797969518,-0.4209393006174355,14.806198512072879,0.44915588786632565,0.24610194740834726,-6.5069722751692005,-10.305624606905758,-7.990316045882687,1.8353117918353135,-4.235156876276508,2.6021815882338837,-6.208389233005708,1.0411353480946441,-2.865083178991583,-4.739942383793594,-1.7993842682644767,1.391390506011235,-6.078224713152311,-1.4251997706071473,neutral,01,M,L
03-01-01-01-02-01-02,-611.0627736496714,45.953896235686415,-12.24317362550919,5.805240005770884,-9.449551544060505,-1.044529789147332,-13.752021470105245,-5.154792455829803,-5.497799495168793,-2.0717734561832115,-6.9628909679688595,-2.6734142877631824,-1.74629719586355,-5.181421147501263,-3.9329141617901553,-2.777947860802697,-3.5639843026385916,1.428843760671221,-1.5586333872035518,1.2030434389787652,neutral,01,F,L
03-01-01-01-02-01-03,-618.0178326081166,54.80976582166226,-1.4401716436306071,14.720653638857497,1.2739097461125646,-7.420006349946675,-15.018827003977831,-1.5896151184785592,-12.323807543144738,1.4188044993644864,-7.406183342254926,-1.16443430481526,-3.160665411761923,-4.119653680195938,-3.0541542792131056,-4.165749885392662,-4.1665183876683,-3.220353041206829,-7.7288268379124005,-2.7089208271005494,neutral,01,M,L
03-01-01-01-02-01-04,-710.991217849019,42.015233562198915,-9.269610532519048,1.517344980334735,-9.903079920258483,-4.796926698453405,-18.86628887851438,-10.546592378918982,-8.809758036757684,-4.254899090491876,-12.274039123009308,-3.283760333130328,-5.268052520764314,-7.526088264373088,-5.594068580252582,-3.04876341488077,-7.366067956819587,-0.1490761403152138,-2.5922827225429663,-0.22547477385909667,neutral,01,F,L
03-01-01-01-02-01-05,-675.7600349130936,61.32114865721796,1.9743688877611947,21.35675104877609,-0.05130842998717516,3.6952813107678626,-5.036549903810595,-7.706908210018726,0.027425653237381654,4.512386885977493,-0.33457917243954205,1.174980206148163,-1.366579602638015,4.038244887936209,-1.4290740196492926,-1.29409208296178,1.147711747025558,3.2595043211399455,-4.010087972843781,1.4944510331920349,neutral,01,M,L
03-01-01-01-02-01-06,-691.4191953310801,43.58712537880502,-12.200925552423929,11.517486436740748,-8.422282569806093,-11.044029793428892,-14.174159104820943,-7.1890830434147555,-1.292534678474139,-4.369834494245074,-4.169989471108945,-2.3743869274399603,-6.707737025355938,-2.5418136393497646,-4.427182160138572,-2.0392417677344374,-4.9062240157441135,-3.3941580983189152,-1.6943699862173351,-0.8771899181922077,neutral,01,F,L
03-01-01-01-02-01-07,-640.0441539081404,63.81837770453112,2.549174683327927,16.787787267161992,2.7201116863062733,-5.6993468251631905,-16.79562098826779,-3.045388742980619,-6.304768675167172,-5.952435921476059,-4.329735099485606,1.0063795465437053,-9.705506158392009,0.6261283317256437,-6.078626902928577,-4.00953905632163,-1.9229670330770998,-5.7364611546139015,-6.351967936405591,-3.223059296284909,neutral,01,M,L
03-01-01-01-02-01-08,-667.8046618058803,59.99324878748101,9.623221088541918,21.296781653956234,-1.2666769069416255,6.484927816847802,-9.35090268004533,-3.606046241175557,-3.5457356876771047,0.5032193178534959,-4.381586775409899,2.4056731333160335,-2.7467403551104423,-1.0836294383281855,-1.7443343782127607,3.0580494142157835,1.96436585138079,0.5554833852472203,-0.40439055650106337,0.8065343535629499,neutral,01,F,L
03-01-01-01-02-01-09,-754.2741306899235,65.60576794071547,13.849834113355143,23.451295541426642,6.790144813689535,5.991925194459024,-7.996229478916016,-0.3356177359862117,-1.0833315813623148,-3.6638802350270097,-1.0816046121591125,2.151926513134637,-3.401903576094262,3.723621061706312,-2.6673130868333295,3.696079753752083,-4.740019239772312,3.01378419942035,-1.415874861559745,-1.4481049018919088,neutral,01,M,L
03-01-01-01-02-01-10,-533.1857026203439,48.40510911934322,-6.483725085862575,7.952000328938344,-3.0392758737355052,-10.478617270450362,-19.16193466063375,-10.771074267171755,1.3363146329866915,-7.1257564051463635,-4.7597182944804075,-1.0818925784482993,-2.8157609550301617,1.412260105463068,-3.0489655822940067,-3.449267670834321,-0.11021301968687752,-6.211634619260788,-6.945883561619225,-1.48827958542084,neutral,01,F,L
03-01-01-01-02-01-11,-686.6514045977275,56.549088627240735,20.71977965157383,20.945806076765244,5.331165120623782,7.373564287022321,0.6864329477808025,-1.0825220602441123,-1.1968568144880902,4.517778927968924,-2.2198192072191762,1.177854022338149,-0.7978079221390193,4.749632529696106,1.3406898006372325,0.008912252228792335,-0.4590943491106483,1.1203008726661117,-3.9025558772503146,0.2521346340501509,neutral,01,M,L
03-01-01-01-02-01-12,-654.6168744956046,54.06510301767401,-5.292396847843183,12.161890318416125,-1.8615154660508222,-5.57604293790748,-14.266420347760555,-13.011514639747165,-2.9104957731915353,-5.5266247724649356,-5.838342898870889,-7.228534148210215,-2.9239440757484125,-1.4598707706892755,-13.245902078047155,-2.1537928353755253,-4.760147611965146,-5.191031257388196,-5.591919538866675,-3.2712718167253088,neutral,01,F,L
03-01-01-01-02-01-13,-712.0831675070635,57.78689827199272,-0.9178127403122756,13.134042241597468,6.705943599477325,1.6653901277602217,-7.457521661943447,-5.318992746921476,-1.3499519328358554,5.150226017592651,-3.569752930121025,8.35767500781863,-2.690819853599327,3.32393667528367,0.5650603902456708,-3.3282199549552356,3.8566991889575326,0.9678223994532735,-2.703963970901681,1.1409742870768316,neutral,01,M,L
03-01-01-01-02-01-14,-724.392417633523,36.55950875730123,3.0117795200026922,5.174138568272941,-8.937457366887463,-3.3336233714444203,-14.750473593792366,-4.018036368550439,-5.257548766951915,-2.6167722216399487,-8.231784600190068,-1.236688682455683,-6.146119720091419,-3.2801242233060806,-4.4556570470461185,-2.2434714619254783,-5.840451130747646,-0.2107891583824111,-0.6625614526168385,1.2105216606075901,neutral,01,F,L
03-01-01-01-02-01-15,-627.1004753664126,73.3707240799372,-0.703609676443336,20.223936537232788,5.996913592706805,3.7065517849398044,1.0064560156711488,-0.8725626350426287,-3.220339084426443,1.682503368364681,2.5157996077003055,2.741021869180894,2.16600101565031,3.30440063880622,0.05365412904047714,0.06243709965485079,1.149905555794029,2.734302679241059,-2.6734605450517983,1.8046701809313987,neutral,01,M,L
03-01-01-01-02-01-16,-619.5499551632984,47.661033577449665,1.3362656732868876,8.934299901737402,-7.094490158701662,-16.558254739417972,-13.155737142217902,-5.874216027819964,-2.717064567891088,-6.8699407749816155,-4.657359878346762,-2.611978746178322,-8.052873478187983,0.7261738291900623,-8.901568866615914,0.33238727637926463,-9.822782261035032,-2.6205430601827766,-5.795457707278072,-4.156471214087951,neutral,01,F,L
03-01-01-01-02-01-17,-625.9279013727961,68.25973995413695,5.23677775777348,22.125928349307365,6.084149251321487,11.36176982930867,1.1647816312977328,-10.083280673018878,2.7160634505102577,-0.12776657620941095,-1.581058504475643,6.850874903630081,-1.8343263622325099,2.261007574222576,-0.04556905175461752,-0.6176809941085493,-2.7924572415360815,2.682799251450369,-2.045753946104813,0.12356480038027788,neutral,01,M,L
03-01-01-01-02-01-18,-753.0888873007813,47.866633205199676,8.477120053323713,5.759673150513502,-9.319956465208243,3.420414876927561,-11.362030612362524,-10.750946589260716,-3.559196135080343,-1.8727848008679457,-5.040467335335903,-5.068998560205295,-0.44579557908311745,-2.3847528832198197,-7.959450516274701,-1.665652026598034,-4.664812561995068,-5.989165691193795,-7.045276254735444,-2.129312274213245,neutral,01,F,L
